x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,delta,y
-0.95862813,-0.326204452,0.454758076,0.928480043,-0.46794246,-0.140001359,-0.868277778,0.350554724,-0.07768649,0.032169743,0,1.90625
-0.69786263,0.470764635,0.562676327,-0.527995665,-0.871639478,0.465869325,-0.391141743,-0.648714735,0.4750489,-0.589704101,1,1.287566128
0.79477077,0.20313525,0.115265963,-0.064709492,-0.710639371,0.935266633,0.600711792,0.544024307,-0.271643987,-0.084433095,1,1.779579286
-0.895824935,0.595339675,-0.382688315,0.270954179,0.270159798,0.487237826,-0.291275758,-0.50706545,0.378751206,0.530819095,0,1.90625
-0.287355074,0.415480327,-0.041256608,-0.065477795,-0.209876576,-0.030456212,-0.244565268,0.527757824,0.706882377,-0.494381387,1,0.262359465
0.997884588,-0.773892325,0.32594739,0.643402389,-0.893138075,0.636840254,-0.461975727,0.913424091,0.382102339,0.835277675,0,1.90625
-0.094314107,0.192690651,0.185675181,0.01898555,-0.110414442,0.107302983,0.710462952,0.898871584,-0.202475636,0.884170636,1,0.47808845
0.014252435,0.242080658,0.093340012,0.893264812,-0.682508587,0.720005485,0.606781328,-0.673985552,0.691482935,-0.501947783,1,0.259069031
0.277012673,-0.721100878,-0.584891761,0.079114602,-0.083070262,0.958475497,-0.750285524,0.071058803,-0.885185339,0.453912553,1,1.683310564
-0.155925391,-0.529556426,0.572282162,-0.012361768,0.404829893,-0.804161477,0.832981132,0.110170557,-0.976028486,0.672807544,1,0.174009822
0.136154875,0.732672848,0.257246682,0.06229869,0.222771681,-0.206756558,-0.430587916,-0.824261175,0.358695546,0.576474976,1,1.713933166
0.157313252,-0.406551178,-0.961901711,-0.092977543,-0.541967461,0.082927381,-0.173377235,0.962740905,0.99693138,-0.236536824,1,0.78398515
0.020219618,-0.157275437,0.241439666,-0.625322335,-0.252559175,-0.772751192,-0.816285077,-0.691933427,0.17012785,-0.293629752,1,1.073616643
-0.108422509,-0.823415839,0.76325963,-0.323686531,-0.191498332,-0.523805507,-0.203055741,-0.796611594,0.239524577,-0.20990713,0,1.90625
